,ID,concept:name,Status
0,0,['search for jobs'],Normal
1,1,"['search for jobs', 'Interview preparation consultation', 'receive student application', 'notify student']",Anomalous
2,2,"['notify student', 'search for jobs']",Anomalous
3,3,"['analyse student profile', 'search for jobs']",Anomalous
4,4,"['search for jobs', 'analyse student profile', 'search for jobs']",Anomalous
5,5,['search for jobs'],Normal
6,6,"['notify student', 'analyse student profile', 'search for jobs']",Anomalous
7,7,"['search for jobs', 'Student profile revision consultation']",Anomalous
8,8,['search for jobs'],Normal
9,9,"['assist with application', 'search for jobs', 'receive student application']",Anomalous
10,10,"['assist with application', 'search for jobs', 'assist with application', 'notify student']",Anomalous
11,11,"['receive student application', 'notify student', 'search for jobs']",Anomalous
12,12,"['Register student', 'notify student', 'search for jobs']",Anomalous
13,13,"['notify student', 'search for jobs']",Normal
14,14,"['notify student', 'search for jobs']",Normal
15,15,['search for jobs'],Normal
16,16,['search for jobs'],Normal
17,17,['search for jobs'],Normal
18,18,['search for jobs'],Normal
19,19,['search for jobs'],Normal
20,20,"['notify student', 'assist with application', 'notify student', 'search for jobs']",Anomalous
21,21,"['Interview preparation consultation', 'notify student', 'search for jobs', 'notify student']",Anomalous
22,22,"['notify student', 'notify student', 'search for jobs', 'assist with application']",Anomalous
23,23,"['notify student', 'search for jobs']",Normal
24,24,"['search for jobs', 'notify student', 'search for jobs', 'analyse student profile']",Anomalous
25,25,"['notify student', 'search for jobs']",Normal
26,26,"['notify student', 'search for jobs']",Normal
27,27,"['notify student', 'search for jobs']",Normal
28,28,"['notify student', 'search for jobs']",Normal
29,29,"['notify student', 'search for jobs']",Normal
30,30,"['notify student', 'search for jobs', 'search for jobs']",Anomalous
31,31,['search for jobs'],Normal
32,32,['search for jobs'],Normal
33,33,['search for jobs'],Normal
34,34,['search for jobs'],Normal
35,35,['search for jobs'],Normal
36,36,"['search for jobs', 'receive student application']",Anomalous
37,37,"['notify student', 'assist with application', 'search for jobs']",Normal
38,38,"['notify student', 'assist with application', 'search for jobs']",Normal
39,39,"['notify student', 'assist with application', 'Student profile revision consultation', 'notify student', 'Interview preparation consultation']",Anomalous
40,40,"['Interview preparation consultation', 'notify student', 'assist with application', 'search for jobs']",Anomalous
41,41,"['notify student', 'assist with application', 'search for jobs']",Normal
42,42,"['assist with application', 'Interview preparation consultation', 'notify student', 'search for jobs']",Anomalous
43,43,"['notify student', 'search for jobs']",Normal
44,44,"['Interview preparation consultation', 'notify student', 'search for jobs']",Anomalous
45,45,"['notify student', 'search for jobs', 'search for jobs']",Anomalous
46,46,"['notify student', 'assist with application', 'search for jobs', 'notify student']",Anomalous
47,47,"['analyse student profile', 'notify student', 'search for jobs']",Anomalous
48,48,"['notify student', 'search for jobs']",Normal
49,49,"['notify student', 'search for jobs']",Normal
50,50,"['notify student', 'search for jobs']",Normal
51,51,"['notify student', 'search for jobs']",Normal
52,52,"['notify student', 'search for jobs', 'notify student', 'search for jobs', 'Register student']",Anomalous
53,53,"['notify student', 'assist with application', 'search for jobs']",Normal
54,54,"['notify student', 'search for jobs', 'assist with application']",Anomalous
55,55,"['notify student', 'search for jobs']",Normal
56,56,"['notify student', 'assist with application', 'search for jobs']",Anomalous
57,57,"['Interview preparation consultation', 'notify student', 'search for jobs']",Anomalous
58,58,"['notify student', 'search for jobs', 'Student profile revision consultation']",Anomalous
59,59,"['notify student', 'search for jobs', 'notify student']",Anomalous
60,60,"['notify student', 'search for jobs']",Normal
61,61,"['notify student', 'search for jobs']",Normal
62,62,"['notify student', 'search for jobs']",Normal
63,63,"['notify student', 'search for jobs']",Normal
64,64,"['receive student application', 'analyse student profile', 'search for jobs']",Normal
65,65,['search for jobs'],Normal
66,66,['search for jobs'],Normal
67,67,"['receive student application', 'search for jobs']",Anomalous
68,68,['search for jobs'],Normal
69,69,['search for jobs'],Normal
70,70,['search for jobs'],Normal
71,71,"['receive student application', 'Interview preparation consultation', 'search for jobs']",Anomalous
72,72,"['Interview preparation consultation', 'Student profile revision consultation', 'notify student', 'analyse student profile', 'assist with application', 'search for jobs', 'receive student application']",Anomalous
73,73,"['notify student', 'assist with application', 'search for jobs']",Normal
74,74,"['notify student', 'assist with application', 'search for jobs', 'Interview preparation consultation', 'notify student']",Anomalous
75,75,"['notify student', 'assist with application', 'search for jobs', 'Register student', 'Interview preparation consultation', 'search for jobs']",Anomalous
76,76,"['search for jobs', 'notify student', 'assist with application', 'Interview preparation consultation', 'search for jobs']",Anomalous
77,77,"['notify student', 'assist with application', 'Interview preparation consultation']",Normal
78,78,"['notify student', 'assist with application', 'receive student application', 'Interview preparation consultation']",Anomalous
79,79,"['notify student', 'assist with application', 'search for jobs']",Normal
80,80,"['notify student', 'assist with application', 'search for jobs']",Normal
81,81,"['receive student application', 'notify student', 'assist with application', 'Interview preparation consultation', 'analyse student profile']",Anomalous
82,82,"['notify student', 'assist with application', 'search for jobs']",Normal
83,83,"['notify student', 'assist with application', 'analyse student profile', 'search for jobs', 'analyse student profile']",Anomalous
84,84,"['notify student', 'assist with application', 'search for jobs']",Normal
85,85,"['notify student', 'assist with application', 'assist with application', 'Interview preparation consultation', 'notify student']",Anomalous
86,86,"['notify student', 'assist with application', 'search for jobs']",Normal
87,87,"['notify student', 'assist with application', 'search for jobs', 'receive student application']",Anomalous
88,88,"['notify student', 'search for jobs']",Normal
89,89,"['notify student', 'search for jobs']",Normal
90,90,"['notify student', 'analyse student profile', 'search for jobs', 'analyse student profile']",Anomalous
91,91,"['notify student', 'search for jobs']",Normal
92,92,"['notify student', 'search for jobs']",Normal
93,93,"['notify student', 'assist with application', 'search for jobs']",Normal
94,94,"['notify student', 'assist with application', 'search for jobs']",Normal
95,95,"['notify student', 'assist with application', 'Interview preparation consultation']",Normal
96,96,"['notify student', 'assist with application', 'search for jobs']",Normal
97,97,"['notify student', 'assist with application', 'search for jobs']",Normal
98,98,"['notify student', 'search for jobs']",Normal
99,99,"['analyse student profile', 'notify student', 'Interview preparation consultation', 'search for jobs']",Anomalous
100,100,"['receive student application', 'analyse student profile', 'notify student', 'search for jobs']",Anomalous
101,101,"['notify student', 'search for jobs']",Normal
102,102,"['notify student', 'notify student', 'receive student application', 'assist with application', 'search for jobs']",Anomalous
103,103,"['notify student', 'search for jobs']",Normal
104,104,"['notify student', 'search for jobs']",Normal
105,105,"['notify student', 'search for jobs']",Normal
106,106,"['Student profile revision consultation', 'Interview preparation consultation', 'receive student application', 'notify student', 'search for jobs', 'Register student']",Anomalous
107,107,"['notify student', 'search for jobs']",Normal
108,108,"['notify student', 'search for jobs']",Normal
109,109,"['Interview preparation consultation', 'notify student', 'assist with application', 'search for jobs', 'Register student']",Anomalous
110,110,"['notify student', 'Interview preparation consultation', 'assist with application', 'search for jobs']",Anomalous
111,111,"['notify student', 'assist with application', 'Interview preparation consultation']",Normal
112,112,"['notify student', 'assist with application', 'search for jobs']",Normal
113,113,"['notify student', 'assist with application', 'search for jobs']",Normal
114,114,"['notify student', 'search for jobs']",Normal
115,115,"['Student profile revision consultation', 'notify student', 'notify student', 'search for jobs', 'notify student']",Anomalous
116,116,"['notify student', 'search for jobs']",Normal
117,117,"['search for jobs', 'notify student', 'search for jobs']",Anomalous
118,118,"['notify student', 'search for jobs', 'receive student application', 'Register student', 'assist with application', 'search for jobs', 'receive student application']",Anomalous
119,119,"['notify student', 'search for jobs']",Normal
120,120,"['notify student', 'analyse student profile', 'search for jobs']",Anomalous
121,121,"['notify student', 'Student profile revision consultation', 'search for jobs']",Anomalous
122,122,"['notify student', 'search for jobs']",Normal
123,123,"['notify student', 'assist with application', 'search for jobs', 'search for jobs']",Anomalous
124,124,"['notify student', 'search for jobs']",Normal
125,125,"['Interview preparation consultation', 'Register student', 'notify student', 'analyse student profile', 'assist with application', 'search for jobs', 'analyse student profile', 'analyse student profile']",Anomalous
126,126,"['notify student', 'search for jobs']",Normal
127,127,"['notify student', 'search for jobs']",Normal
128,128,"['notify student', 'search for jobs', 'analyse student profile']",Anomalous
129,129,"['notify student', 'search for jobs']",Normal
130,130,"['notify student', 'analyse student profile', 'search for jobs', 'Student profile revision consultation']",Anomalous
131,131,"['notify student', 'search for jobs']",Normal
132,132,"['notify student', 'search for jobs', 'search for jobs']",Anomalous
133,133,"['notify student', 'search for jobs', 'analyse student profile']",Anomalous
134,134,"['notify student', 'search for jobs']",Normal
135,135,"['assist with application', 'notify student', 'search for jobs']",Anomalous
136,136,"['receive student application', 'analyse student profile', 'search for jobs']",Normal
137,137,"['receive student application', 'Register student', 'analyse student profile', 'search for jobs', 'search for jobs', 'Student profile revision consultation']",Anomalous
138,138,"['receive student application', 'analyse student profile']",Normal
139,139,"['receive student application', 'Student profile revision consultation', 'analyse student profile', 'notify student', 'search for jobs', 'Interview preparation consultation', 'search for jobs']",Anomalous
140,140,"['receive student application', 'search for jobs', 'analyse student profile', 'search for jobs']",Anomalous
141,141,"['receive student application', 'analyse student profile', 'search for jobs']",Normal
142,142,"['receive student application', 'analyse student profile', 'search for jobs']",Normal
143,143,['search for jobs'],Normal
144,144,['search for jobs'],Normal
145,145,"['search for jobs', 'Register student']",Anomalous
146,146,['search for jobs'],Normal
147,147,['search for jobs'],Normal
148,148,['search for jobs'],Normal
149,149,['search for jobs'],Normal
150,150,"['search for jobs', 'notify student']",Anomalous
151,151,"['notify student', 'assist with application', 'search for jobs']",Normal
152,152,"['notify student', 'assist with application', 'search for jobs']",Normal
153,153,"['notify student', 'assist with application', 'search for jobs']",Normal
154,154,"['notify student', 'assist with application', 'search for jobs']",Normal
155,155,"['Register student', 'notify student', 'assist with application', 'Interview preparation consultation', 'search for jobs']",Anomalous
156,156,"['notify student', 'assist with application', 'Interview preparation consultation', 'search for jobs']",Normal
157,157,"['notify student', 'assist with application', 'Interview preparation consultation']",Normal
158,158,"['notify student', 'assist with application', 'Interview preparation consultation', 'search for jobs']",Normal
159,159,"['notify student', 'assist with application', 'Interview preparation consultation']",Normal
