,ID,concept:name,Status
0,0,"['determine  application', 'notify customer', 'seek views through official notification', 'process responses of views', 'schedule  site  inspection']",Anomalous
1,1,"['determine  application', 'seek views through official notification', 'determine  application', 'schedule  site  inspection', 'process responses of views']",Anomalous
2,2,"['determine  application', 'department processes application', 'process responses of views', 'determine  application', 'schedule  site  inspection']",Anomalous
3,3,"['determine  application', 'department processes application', 'schedule  site  inspection', 'department processes application', 'process responses of views']",Anomalous
4,4,"['application  investigation  process', 'title administrative advice check', 'parcel check', 'survey plan registration check', 'native  title  check', 'land valuation check', 'determine land action plan compromise granting of a tenure', 'notify customer']",Normal
5,5,"['application  investigation  process', 'title administrative advice check', 'parcel check', 'survey plan registration check', 'native  title  check', 'determine land action plan compromise granting of a tenure', 'land valuation check', 'notify customer']",Normal
6,6,"['survey plan registration check', 'application  investigation  process', 'title administrative advice check', 'parcel check', 'survey plan registration check', 'seek views through official notification', 'land valuation check', 'native  title  check', 'determine land action plan compromise granting of a tenure', 'notify customer']",Anomalous
7,7,"['application  investigation  process', 'title administrative advice check', 'parcel check', 'survey plan registration check', 'land valuation check', 'determine land action plan compromise granting of a tenure', 'native  title  check', 'notify customer']",Normal
8,8,"['application  investigation  process', 'title administrative advice check', 'parcel check', 'title administrative advice check', 'survey plan registration check', 'determine land action plan compromise granting of a tenure', 'native  title  check', 'land valuation check', 'notify customer']",Anomalous
9,9,"['application  investigation  process', 'notify customer', 'title administrative advice check', 'parcel check', 'survey plan registration check', 'determine land action plan compromise granting of a tenure', 'land valuation check', 'native  title  check', 'notify customer']",Anomalous
10,10,"['application  investigation  process', 'title administrative advice check', 'parcel check', 'land valuation check', 'parcel check', 'survey plan registration check', 'native  title  check', 'determine land action plan compromise granting of a tenure', 'determine land action plan compromise granting of a tenure', 'notify customer', 'notify customer']",Anomalous
11,11,"['application  investigation  process', 'title administrative advice check', 'parcel check', 'land valuation check', 'land valuation check', 'survey plan registration check', 'schedule  site  inspection', 'determine land action plan compromise granting of a tenure', 'native  title  check', 'notify customer']",Anomalous
12,12,"['application  investigation  process', 'title administrative advice check', 'parcel check', 'land valuation check', 'native  title  check', 'survey plan registration check', 'determine land action plan compromise granting of a tenure', 'notify customer', 'native  title  check']",Anomalous
13,13,"['application  investigation  process', 'title administrative advice check', 'parcel check', 'land valuation check', 'native  title  check', 'determine land action plan compromise granting of a tenure', 'survey plan registration check', 'notify customer']",Normal
14,14,"['application  investigation  process', 'title administrative advice check', 'parcel check', 'land valuation check', 'determine land action plan compromise granting of a tenure', 'native  title  check', 'native  title  check', 'survey plan registration check', 'notify customer']",Anomalous
15,15,"['application  investigation  process', 'title administrative advice check', 'parcel check', 'land valuation check', 'determine land action plan compromise granting of a tenure', 'survey plan registration check', 'native  title  check', 'notify customer']",Normal
16,16,"['application  investigation  process', 'title administrative advice check', 'parcel check', 'determine land action plan compromise granting of a tenure', 'native  title  check', 'land valuation check', 'determine land action plan compromise granting of a tenure', 'survey plan registration check', 'notify customer']",Anomalous
17,17,"['application  investigation  process', 'title administrative advice check', 'department processes application', 'parcel check', 'determine land action plan compromise granting of a tenure', 'native  title  check', 'survey plan registration check', 'land valuation check', 'notify customer']",Anomalous
18,18,"['application  investigation  process', 'title administrative advice check', 'parcel check', 'determine land action plan compromise granting of a tenure', 'land valuation check', 'native  title  check', 'survey plan registration check', 'notify customer']",Normal
19,19,"['application  investigation  process', 'schedule  site  inspection', 'title administrative advice check', 'parcel check', 'schedule  site  inspection', 'determine land action plan compromise granting of a tenure', 'department processes application', 'application  investigation  process', 'land valuation check', 'survey plan registration check', 'application  investigation  process', 'native  title  check', 'department processes application', 'department processes application', 'notify customer', 'application  investigation  process', 'survey plan registration check']",Anomalous
20,20,"['application  investigation  process', 'title administrative advice check', 'parcel check', 'determine land action plan compromise granting of a tenure', 'survey plan registration check', 'native  title  check', 'land valuation check', 'notify customer']",Normal
