,ID,concept:name,Status
0,0,"['determine land action plan compromise granting of a tenure', 'determine land action plan compromise granting of a tenure', 'determine  application', 'seek views through official notification', 'schedule  site  inspection', 'process responses of views']",Anomalous
1,1,"['determine  application', 'department processes application', 'seek views through official notification', 'process responses of views', 'notify customer', 'title administrative advice check', 'department processes application', 'notify customer', 'schedule  site  inspection', 'determine  application', 'land valuation check']",Anomalous
2,2,"['determine  application', 'department processes application', 'schedule  site  inspection', 'process responses of views', 'native  title  check']",Anomalous
3,3,"['determine  application', 'department processes application', 'process responses of views', 'schedule  site  inspection']",Normal
4,4,"['application  investigation  process', 'title administrative advice check', 'land valuation check', 'survey plan registration check', 'determine land action plan compromise granting of a tenure', 'native  title  check', 'survey plan registration check', 'parcel check', 'notify customer']",Anomalous
5,5,"['application  investigation  process', 'title administrative advice check', 'land valuation check', 'department processes application', 'survey plan registration check', 'determine land action plan compromise granting of a tenure', 'parcel check', 'native  title  check', 'schedule  site  inspection', 'notify customer']",Anomalous
6,6,"['application  investigation  process', 'title administrative advice check', 'land valuation check', 'survey plan registration check', 'native  title  check', 'determine land action plan compromise granting of a tenure', 'parcel check', 'notify customer']",Normal
7,7,"['application  investigation  process', 'title administrative advice check', 'land valuation check', 'survey plan registration check', 'native  title  check', 'parcel check', 'determine land action plan compromise granting of a tenure', 'notify customer']",Normal
8,8,"['application  investigation  process', 'title administrative advice check', 'land valuation check', 'survey plan registration check', 'parcel check', 'determine land action plan compromise granting of a tenure', 'native  title  check', 'notify customer']",Normal
9,9,"['application  investigation  process', 'title administrative advice check', 'land valuation check', 'survey plan registration check', 'parcel check', 'native  title  check', 'determine land action plan compromise granting of a tenure', 'notify customer']",Normal
10,10,"['application  investigation  process', 'title administrative advice check', 'land valuation check', 'determine land action plan compromise granting of a tenure', 'survey plan registration check', 'native  title  check', 'parcel check', 'notify customer']",Normal
