,ID,concept:name,Status
0,0,"['generate payment report', 'payments registry', 'inform customer', 'inform client of success', 'break down invoice max   mins', 'ssp acounts receivable department', 'check for paid and quantity invoices']",Anomalous
1,1,"['generate payment report', 'payments registry', 'inform client of success', 'ssp acounts receivable department', 'break down invoice max   mins', 'check for paid and quantity invoices']",Normal
2,2,"['generate payment report', 'payments registry', 'inform client of success', 'ssp acounts receivable department', 'check for paid and quantity invoices', 'break down invoice max   mins']",Normal
3,3,"['generate payment report', 'payments registry', 'break down invoice max   mins', 'inform client of success', 'ssp acounts receivable department', 'check for paid and quantity invoices']",Normal
4,4,"['generate payment report', 'payments registry', 'break down invoice max   mins', 'ssp acounts receivable department', 'check for paid and quantity invoices', 'inform client of success']",Normal
5,5,"['generate payment report', 'payments registry', 'break down invoice max   mins', 'ssp acounts receivable department', 'inform client of success', 'check for paid and quantity invoices']",Normal
6,6,"['generate payment report', 'payments registry', 'payments registry', 'ssp acounts receivable department', 'inform client of success', 'break down invoice max   mins', 'check for paid and quantity invoices']",Anomalous
7,7,"['generate payment report', 'payments registry', 'ssp acounts receivable department', 'inform client of success', 'check for paid and quantity invoices', 'break down invoice max   mins']",Normal
8,8,"['generate payment report', 'payments registry', 'ssp acounts receivable department', 'break down invoice max   mins', 'check for paid and quantity invoices', 'inform client of success']",Normal
9,9,"['generate payment report', 'payments registry', 'ssp acounts receivable department', 'break down invoice max   mins', 'inform client of success', 'check for paid and quantity invoices']",Normal
10,10,"['generate payment report', 'payments registry', 'ssp acounts receivable department', 'check for paid and quantity invoices', 'inform client of success', 'break down invoice max   mins']",Normal
11,11,"['generate payment report', 'payments registry', 'ssp acounts receivable department', 'check for paid and quantity invoices', 'break down invoice max   mins', 'inform client of success']",Normal
12,12,"['generate payment report', 'inform client of success', 'payments registry', 'break down invoice max   mins', 'ssp acounts receivable department', 'check for paid and quantity invoices']",Normal
13,13,"['generate payment report', 'inform client of success', 'payments registry', 'ssp acounts receivable department', 'break down invoice max   mins', 'check for paid and quantity invoices']",Normal
14,14,"['generate payment report', 'inform client of success', 'generate report', 'payments registry', 'ssp acounts receivable department', 'check for paid and quantity invoices', 'break down invoice max   mins']",Anomalous
15,15,"['generate payment report', 'inform client of success', 'ssp acounts receivable department', 'payments registry', 'break down invoice max   mins', 'check for paid and quantity invoices']",Normal
16,16,"['inform customer', 'generate payment report', 'generate payment report', 'inform client of success', 'ssp acounts receivable department', 'inform customer', 'ssp acounts receivable department', 'payments registry', 'check for paid and quantity invoices', 'break down invoice max   mins']",Anomalous
17,17,"['generate payment report', 'inform client of success', 'ssp acounts receivable department', 'check for paid and quantity invoices', 'payments registry', 'break down invoice max   mins']",Normal
18,18,"['generate payment report', 'ssp acounts receivable department', 'payments registry', 'inform client of success', 'break down invoice max   mins', 'check for paid and quantity invoices']",Normal
19,19,"['generate payment report', 'ssp acounts receivable department', 'payments registry', 'inform client of success', 'check for paid and quantity invoices', 'break down invoice max   mins']",Normal
20,20,"['generate payment report', 'ssp acounts receivable department', 'payments registry', 'break down invoice max   mins', 'check for paid and quantity invoices', 'inform client of success']",Normal
21,21,"['generate payment report', 'ssp acounts receivable department', 'payments registry', 'break down invoice max   mins', 'inform client of success', 'check for paid and quantity invoices']",Normal
22,22,"['generate payment report', 'ssp acounts receivable department', 'payments registry', 'check for paid and quantity invoices', 'inform client of success', 'break down invoice max   mins']",Normal
23,23,"['generate payment report', 'ssp acounts receivable department', 'payments registry', 'check for paid and quantity invoices', 'break down invoice max   mins', 'inform client of success']",Normal
24,24,"['generate payment report', 'ssp acounts receivable department', 'inform client of success', 'payments registry', 'break down invoice max   mins', 'check for paid and quantity invoices']",Normal
25,25,"['generate payment report', 'ssp acounts receivable department', 'inform client of success', 'payments registry', 'check for paid and quantity invoices', 'break down invoice max   mins']",Normal
