,ID,concept:name,Status
0,0,"['process  order', 'cancel  order']",Anomalous
1,1,['change  order'],Normal
2,2,"['place  order', 'place  order', 'accepted  order']",Anomalous
3,3,"['place  order', 'update  order', 'receive  order', 'accepted  order']",Anomalous
4,4,"['change  order', 'cancel  order', 'glossary   a   f  feff  c   c f  f      ac   cancel  order']",Anomalous
5,5,['close  order'],Normal
6,6,"['process  order', 'update  order', 'update  order', 'accepted  order']",Anomalous
7,7,['process  order'],Normal
8,8,['change  order'],Normal
9,9,"['receive  response', 'change  order']",Anomalous
10,10,['accepted  order'],Normal
11,11,['accepted  order'],Normal
12,12,['receive  order'],Normal
13,13,"['receive  order', 'receive  order']",Anomalous
14,14,['cancel  order'],Normal
15,15,['cancel  order'],Normal
16,16,"['close  order', 'accepted  order']",Anomalous
17,17,['close  order'],Normal
18,18,"['receive response with detail', 'process  order', 'receive  response', 'update  order', 'process  order', 'receive response with detail', 'close  order']",Anomalous
19,19,"['accepted  order', 'process  order', 'receive response with detail', 'cancel  order']",Anomalous
20,20,['process  order'],Normal
21,21,"['change  order', 'receive  order']",Anomalous
22,22,['change  order'],Normal
23,23,['change  order'],Normal
24,24,"['accepted  order', 'cancel  order']",Anomalous
25,25,"['receive response with detail', 'accepted  order', 'process  order', 'close  order']",Anomalous
26,26,['accepted  order'],Normal
27,27,"['cancel  order', 'receive  order']",Anomalous
28,28,['receive  order'],Normal
29,29,['receive  order'],Normal
30,30,['cancel  order'],Normal
31,31,['cancel  order'],Normal
32,32,['cancel  order'],Normal
33,33,['close  order'],Normal
34,34,['close  order'],Normal
35,35,['close  order'],Normal
36,36,['process  order'],Normal
37,37,['process  order'],Normal
38,38,['process  order'],Normal
39,39,['process  order'],Normal
40,40,['change  order'],Normal
41,41,['change  order'],Normal
42,42,['change  order'],Normal
43,43,['change  order'],Normal
44,44,['accepted  order'],Normal
45,45,"['change  order', 'close  order', 'accepted  order', 'glossary   a   f  feff  c   c f  f      ac   cancel  order']",Anomalous
46,46,['accepted  order'],Normal
47,47,"['accepted  order', 'receive  order']",Anomalous
48,48,"['receive  order', 'change  order', 'process  order']",Anomalous
49,49,['receive  order'],Normal
50,50,['receive  order'],Normal
51,51,"['receive  response', 'receive  order']",Anomalous
52,52,"['process  order', 'cancel  order']",Anomalous
53,53,['cancel  order'],Normal
54,54,['cancel  order'],Normal
55,55,"['cancel  order', 'change  order']",Anomalous
56,56,['close  order'],Normal
57,57,['close  order'],Normal
58,58,['close  order'],Normal
59,59,['close  order'],Normal
60,60,['process  order'],Normal
61,61,"['process  order', 'receive  response', 'close  order', 'process  order']",Anomalous
62,62,"['process  order', 'receive  response']",Anomalous
63,63,"['receive  response', 'process  order']",Anomalous
64,64,"['receive  order', 'process  order', 'place  order', 'receive response with detail']",Anomalous
65,65,['change  order'],Normal
66,66,"['cancel  order', 'change  order']",Anomalous
67,67,['change  order'],Normal
68,68,['change  order'],Normal
69,69,['change  order'],Normal
70,70,"['place  order', 'accepted  order']",Anomalous
71,71,['accepted  order'],Normal
72,72,['accepted  order'],Normal
73,73,"['update  order', 'accepted  order']",Anomalous
74,74,['accepted  order'],Normal
75,75,"['receive  order', 'close  order']",Anomalous
76,76,['receive  order'],Normal
77,77,['receive  order'],Normal
78,78,"['receive  order', 'update  order']",Anomalous
79,79,['receive  order'],Normal
80,80,"['cancel  order', 'glossary   a   f  feff  c   c f  f      ac   cancel  order']",Anomalous
81,81,['cancel  order'],Normal
82,82,"['cancel  order', 'receive response with detail']",Anomalous
83,83,"['receive  order', 'update  order', 'cancel  order']",Anomalous
84,84,['cancel  order'],Normal
85,85,"['close  order', 'update  order', 'receive response with detail']",Anomalous
86,86,['close  order'],Normal
87,87,"['glossary   a   f  feff  c   c f  f      ac   cancel  order', 'close  order']",Anomalous
88,88,"['close  order', 'receive response with detail']",Anomalous
89,89,"['receive  response', 'receive  response', 'close  order', 'receive  response']",Anomalous
90,90,['process  order'],Normal
91,91,"['process  order', 'cancel  order', 'accepted  order', 'receive  response']",Anomalous
92,92,['process  order'],Normal
93,93,['process  order'],Normal
94,94,"['close  order', 'cancel  order', 'change  order', 'process  order', 'cancel  order']",Anomalous
95,95,['process  order'],Normal
96,96,"['place  order', 'change  order']",Anomalous
97,97,['change  order'],Normal
98,98,"['change  order', 'change  order', 'receive  order']",Anomalous
99,99,['change  order'],Normal
100,100,"['update  order', 'change  order', 'receive  response']",Anomalous
101,101,['change  order'],Normal
102,102,"['change  order', 'glossary   a   f  feff  c   c f  f      ac   cancel  order', 'close  order', 'process  order', 'receive  response', 'accepted  order']",Anomalous
103,103,"['glossary   a   f  feff  c   c f  f      ac   cancel  order', 'update  order', 'accepted  order', 'receive  response', 'close  order']",Anomalous
104,104,['accepted  order'],Normal
105,105,['accepted  order'],Normal
106,106,['accepted  order'],Normal
107,107,['accepted  order'],Normal
108,108,['receive  order'],Normal
109,109,['receive  order'],Normal
110,110,"['receive  order', 'receive  order', 'receive response with detail']",Anomalous
111,111,['receive  order'],Normal
112,112,"['receive  response', 'receive  order']",Anomalous
113,113,"['receive  order', 'process  order']",Anomalous
114,114,"['cancel  order', 'close  order']",Anomalous
115,115,"['cancel  order', 'receive response with detail']",Anomalous
116,116,"['cancel  order', 'close  order']",Anomalous
117,117,['cancel  order'],Normal
118,118,['cancel  order'],Normal
119,119,['cancel  order'],Normal
120,120,['close  order'],Normal
121,121,['close  order'],Normal
122,122,"['glossary   a   f  feff  c   c f  f      ac   cancel  order', 'close  order']",Anomalous
123,123,['close  order'],Normal
124,124,['close  order'],Normal
125,125,['close  order'],Normal
126,126,"['process  order', 'cancel  order']",Anomalous
127,127,['process  order'],Normal
128,128,"['process  order', 'process  order']",Anomalous
129,129,"['close  order', 'process  order']",Anomalous
130,130,['process  order'],Normal
131,131,"['accepted  order', 'process  order', 'process  order', 'change  order', 'change  order', 'receive  response', 'cancel  order']",Anomalous
132,132,['process  order'],Normal
133,133,['change  order'],Normal
134,134,['change  order'],Normal
135,135,"['glossary   a   f  feff  c   c f  f      ac   cancel  order', 'change  order', 'change  order', 'receive response with detail']",Anomalous
136,136,['change  order'],Normal
137,137,"['receive response with detail', 'change  order']",Anomalous
138,138,['change  order'],Normal
139,139,['change  order'],Normal
140,140,"['change  order', 'accepted  order']",Anomalous
141,141,['accepted  order'],Normal
142,142,['accepted  order'],Normal
143,143,"['receive response with detail', 'cancel  order', 'accepted  order']",Anomalous
144,144,"['accepted  order', 'close  order']",Anomalous
145,145,['accepted  order'],Normal
146,146,['accepted  order'],Normal
147,147,"['accepted  order', 'receive  order']",Anomalous
148,148,['receive  order'],Normal
149,149,['receive  order'],Normal
150,150,"['accepted  order', 'receive  order']",Anomalous
151,151,['receive  order'],Normal
152,152,"['receive  order', 'process  order']",Anomalous
153,153,"['receive  order', 'change  order']",Anomalous
154,154,['cancel  order'],Normal
155,155,['cancel  order'],Normal
156,156,"['cancel  order', 'glossary   a   f  feff  c   c f  f      ac   cancel  order']",Anomalous
157,157,['cancel  order'],Normal
158,158,['cancel  order'],Normal
159,159,"['accepted  order', 'change  order', 'place  order', 'cancel  order']",Anomalous
160,160,"['process  order', 'cancel  order']",Anomalous
161,161,['close  order'],Normal
162,162,['close  order'],Normal
163,163,"['close  order', 'glossary   a   f  feff  c   c f  f      ac   cancel  order', 'place  order', 'accepted  order']",Anomalous
164,164,['close  order'],Normal
165,165,['close  order'],Normal
166,166,"['close  order', 'accepted  order', 'glossary   a   f  feff  c   c f  f      ac   cancel  order']",Anomalous
167,167,['close  order'],Normal
168,168,"['place  order', 'receive  response', 'receive response with detail', 'receive  response', 'place  order', 'update  order', 'change  order', 'glossary   a   f  feff  c   c f  f      ac   cancel  order']",Anomalous
169,169,"['receive  response', 'close  order', 'process  order']",Anomalous
170,170,"['process  order', 'receive response with detail', 'cancel  order', 'receive  order']",Anomalous
171,171,['process  order'],Normal
172,172,"['update  order', 'process  order', 'accepted  order']",Anomalous
173,173,"['cancel  order', 'process  order', 'update  order', 'receive  order', 'accepted  order', 'process  order']",Anomalous
174,174,"['change  order', 'process  order']",Anomalous
175,175,"['receive  order', 'receive  response', 'process  order']",Anomalous
176,176,"['receive response with detail', 'process  order', 'close  order']",Anomalous
177,177,['change  order'],Normal
178,178,"['place  order', 'accepted  order', 'change  order']",Anomalous
179,179,"['change  order', 'process  order']",Anomalous
180,180,['change  order'],Normal
181,181,"['change  order', 'change  order', 'update  order']",Anomalous
182,182,"['process  order', 'change  order']",Anomalous
183,183,['change  order'],Normal
184,184,['change  order'],Normal
185,185,['accepted  order'],Normal
186,186,"['accepted  order', 'place  order', 'process  order']",Anomalous
187,187,"['glossary   a   f  feff  c   c f  f      ac   cancel  order', 'accepted  order']",Anomalous
188,188,['accepted  order'],Normal
189,189,"['update  order', 'receive  response', 'close  order', 'place  order', 'change  order', 'accepted  order']",Anomalous
190,190,"['accepted  order', 'place  order', 'receive response with detail', 'update  order', 'receive response with detail']",Anomalous
191,191,['accepted  order'],Normal
192,192,['accepted  order'],Normal
193,193,"['receive  order', 'accepted  order', 'receive  order']",Anomalous
194,194,"['change  order', 'receive  order']",Anomalous
195,195,['receive  order'],Normal
196,196,"['place  order', 'receive  order', 'glossary   a   f  feff  c   c f  f      ac   cancel  order']",Anomalous
197,197,['receive  order'],Normal
198,198,['receive  order'],Normal
199,199,"['change  order', 'receive  order']",Anomalous
200,200,"['update  order', 'receive  order']",Anomalous
201,201,['cancel  order'],Normal
202,202,"['accepted  order', 'cancel  order']",Anomalous
203,203,['cancel  order'],Normal
204,204,['cancel  order'],Normal
205,205,"['change  order', 'cancel  order']",Anomalous
206,206,"['receive  order', 'cancel  order', 'place  order', 'receive  order']",Anomalous
207,207,['cancel  order'],Normal
208,208,"['receive response with detail', 'cancel  order']",Anomalous
209,209,['close  order'],Normal
210,210,"['close  order', 'receive response with detail']",Anomalous
211,211,"['accepted  order', 'close  order', 'close  order']",Anomalous
212,212,['close  order'],Normal
213,213,"['close  order', 'update  order', 'accepted  order', 'receive response with detail']",Anomalous
214,214,['close  order'],Normal
215,215,['close  order'],Normal
216,216,"['place  order', 'receive  response', 'receive response with detail', 'receive  response', 'receive  response', 'update  order', 'change  order', 'glossary   a   f  feff  c   c f  f      ac   cancel  order']",Anomalous
217,217,['close  order'],Normal
