,ID,concept:name,Status
0,0,"['security  question', 'enter  apple id  details', 'verify  password', 'verify  password', 'email', 'answer', 'security  question', 'date of  birth', 'security  question', 'password', 'email', 'enter  apple id  details', 'email', 'password', 'security  question', 'answer', 'email', 'verify  password']",Anomalous
1,1,"['enter  apple id  details', 'verify  password', 'answer', 'date of  birth', 'security  question', 'password', 'email']",Normal
2,2,"['enter  apple id  details', 'verify  password', 'answer', 'date of  birth', 'email', 'security  question', 'password']",Normal
3,3,"['enter  apple id  details', 'password', 'verify  password', 'answer', 'date of  birth', 'email', 'password', 'security  question', 'enter  apple id  details']",Anomalous
4,4,"['enter  apple id  details', 'answer', 'verify  password', 'answer', 'date of  birth', 'password', 'security  question', 'email']",Anomalous
5,5,"['enter  apple id  details', 'verify  password', 'answer', 'date of  birth', 'password', 'email', 'security  question']",Normal
6,6,"['enter  apple id  details', 'verify  password', 'answer', 'email', 'security  question', 'email', 'date of  birth', 'password']",Anomalous
7,7,"['enter  apple id  details', 'verify  password', 'answer', 'security  question', 'email', 'password', 'date of  birth']",Normal
8,8,"['enter  apple id  details', 'verify  password', 'answer', 'enter  apple id  details', 'security  question', 'date of  birth', 'email', 'password']",Anomalous
9,9,"['enter  apple id  details', 'verify  password', 'answer', 'security  question', 'date of  birth', 'password', 'security  question', 'email']",Anomalous
10,10,"['enter  apple id  details', 'security  question', 'verify  password', 'answer', 'security  question', 'password', 'email', 'date of  birth', 'verify  password', 'date of  birth']",Anomalous
11,11,"['enter  apple id  details', 'verify  password', 'answer', 'security  question', 'password', 'date of  birth', 'email']",Normal
12,12,"['enter  apple id  details', 'verify  password', 'answer', 'email', 'security  question', 'date of  birth', 'password']",Normal
13,13,"['enter  apple id  details', 'verify  password', 'answer', 'email', 'security  question', 'enter  apple id  details', 'password', 'date of  birth']",Anomalous
14,14,"['enter  apple id  details', 'verify  password', 'answer', 'verify  password', 'email', 'date of  birth', 'security  question', 'answer', 'enter  apple id  details', 'password']",Anomalous
15,15,"['enter  apple id  details', 'verify  password', 'answer', 'email', 'date of  birth', 'password', 'security  question', 'security  question']",Anomalous
16,16,"['enter  apple id  details', 'verify  password', 'answer', 'email', 'password', 'security  question', 'date of  birth']",Normal
17,17,"['enter  apple id  details', 'verify  password', 'answer', 'email', 'password', 'date of  birth', 'security  question']",Normal
18,18,"['enter  apple id  details', 'verify  password', 'answer', 'password', 'security  question', 'email', 'date of  birth']",Normal
19,19,"['enter  apple id  details', 'enter  apple id  details', 'verify  password', 'answer', 'password', 'security  question', 'date of  birth', 'email']",Anomalous
20,20,"['enter  apple id  details', 'verify  password', 'answer', 'password', 'email', 'security  question', 'date of  birth']",Normal
21,21,"['enter  apple id  details', 'verify  password', 'answer', 'password', 'password', 'answer', 'email', 'date of  birth', 'security  question', 'date of  birth', 'security  question', 'email']",Anomalous
22,22,"['enter  apple id  details', 'verify  password', 'verify  password', 'answer', 'password', 'date of  birth', 'security  question', 'email']",Anomalous
23,23,"['enter  apple id  details', 'verify  password', 'answer', 'password', 'date of  birth', 'email', 'security  question']",Normal
24,24,"['enter  apple id  details', 'verify  password', 'security  question', 'date of  birth', 'answer', 'email', 'password']",Normal
25,25,"['enter  apple id  details', 'verify  password', 'security  question', 'date of  birth', 'answer', 'password', 'email']",Normal
26,26,"['enter  apple id  details', 'verify  password', 'security  question', 'date of  birth', 'email', 'answer', 'password']",Normal
27,27,"['enter  apple id  details', 'verify  password', 'security  question', 'date of  birth', 'email', 'password', 'answer', 'security  question']",Anomalous
28,28,"['enter  apple id  details', 'verify  password', 'security  question', 'date of  birth', 'password', 'answer', 'email']",Normal
29,29,"['enter  apple id  details', 'verify  password', 'security  question', 'date of  birth', 'password', 'email', 'answer']",Normal
30,30,"['enter  apple id  details', 'verify  password', 'security  question', 'answer', 'email', 'date of  birth', 'password']",Normal
31,31,"['enter  apple id  details', 'verify  password', 'security  question', 'answer', 'email', 'password', 'security  question', 'date of  birth']",Anomalous
32,32,"['enter  apple id  details', 'verify  password', 'security  question', 'answer', 'date of  birth', 'email', 'answer', 'password']",Anomalous
33,33,"['enter  apple id  details', 'verify  password', 'security  question', 'answer', 'date of  birth', 'password', 'email']",Normal
34,34,"['enter  apple id  details', 'verify  password', 'security  question', 'answer', 'password', 'email', 'date of  birth']",Normal
35,35,"['enter  apple id  details', 'verify  password', 'password', 'security  question', 'password', 'answer', 'password', 'date of  birth', 'email']",Anomalous
36,36,"['enter  apple id  details', 'verify  password', 'security  question', 'email', 'answer', 'answer', 'email', 'date of  birth', 'password']",Anomalous
37,37,"['enter  apple id  details', 'verify  password', 'security  question', 'email', 'answer', 'password', 'date of  birth']",Normal
38,38,"['enter  apple id  details', 'verify  password', 'security  question', 'email', 'date of  birth', 'answer', 'password']",Normal
39,39,"['enter  apple id  details', 'verify  password', 'answer', 'security  question', 'email', 'date of  birth', 'password', 'answer']",Anomalous
40,40,"['enter  apple id  details', 'verify  password', 'security  question', 'email', 'password', 'answer', 'date of  birth']",Normal
41,41,"['enter  apple id  details', 'verify  password', 'security  question', 'email', 'email', 'password', 'date of  birth', 'date of  birth', 'answer']",Anomalous
42,42,"['enter  apple id  details', 'verify  password', 'security  question', 'password', 'answer', 'email', 'date of  birth']",Normal
43,43,"['enter  apple id  details', 'verify  password', 'security  question', 'password', 'answer', 'date of  birth', 'email']",Normal
44,44,"['enter  apple id  details', 'verify  password', 'security  question', 'password', 'answer', 'email', 'answer', 'email', 'security  question', 'date of  birth', 'answer']",Anomalous
45,45,"['enter  apple id  details', 'verify  password', 'security  question', 'password', 'email', 'date of  birth', 'answer']",Normal
46,46,"['enter  apple id  details', 'verify  password', 'security  question', 'password', 'date of  birth', 'answer', 'email']",Normal
47,47,"['enter  apple id  details', 'verify  password', 'security  question', 'password', 'date of  birth', 'email', 'answer', 'password']",Anomalous
48,48,"['date of  birth', 'enter  apple id  details', 'answer', 'password', 'verify  password', 'email', 'password', 'security  question', 'answer', 'security  question', 'email', 'date of  birth']",Anomalous
49,49,"['enter  apple id  details', 'verify  password', 'password', 'answer', 'security  question', 'date of  birth', 'date of  birth', 'email']",Anomalous
50,50,"['enter  apple id  details', 'verify  password', 'enter  apple id  details', 'password', 'answer', 'email', 'security  question', 'date of  birth']",Anomalous
51,51,"['enter  apple id  details', 'verify  password', 'password', 'answer', 'email', 'date of  birth', 'security  question']",Normal
52,52,"['enter  apple id  details', 'verify  password', 'password', 'answer', 'date of  birth', 'security  question', 'email']",Normal
53,53,"['enter  apple id  details', 'verify  password', 'password', 'answer', 'date of  birth', 'email', 'security  question']",Normal
54,54,"['enter  apple id  details', 'verify  password', 'date of  birth', 'email', 'answer', 'date of  birth', 'security  question', 'email', 'password', 'security  question', 'answer', 'email', 'date of  birth']",Anomalous
55,55,"['enter  apple id  details', 'verify  password', 'password', 'security  question', 'answer', 'date of  birth', 'email']",Normal
56,56,"['answer', 'enter  apple id  details', 'verify  password', 'password', 'security  question', 'email', 'answer', 'date of  birth']",Anomalous
57,57,"['enter  apple id  details', 'verify  password', 'password', 'security  question', 'email', 'date of  birth', 'answer']",Normal
58,58,"['enter  apple id  details', 'verify  password', 'password', 'security  question', 'date of  birth', 'answer', 'email']",Normal
59,59,"['enter  apple id  details', 'verify  password', 'password', 'security  question', 'security  question', 'date of  birth', 'email', 'answer']",Anomalous
60,60,"['enter  apple id  details', 'verify  password', 'password', 'date of  birth', 'answer', 'security  question', 'email']",Normal
61,61,"['enter  apple id  details', 'verify  password', 'password', 'date of  birth', 'answer', 'email', 'security  question']",Normal
62,62,"['enter  apple id  details', 'verify  password', 'password', 'date of  birth', 'security  question', 'answer', 'email']",Normal
63,63,"['enter  apple id  details', 'verify  password', 'password', 'date of  birth', 'security  question', 'email', 'answer']",Normal
64,64,"['enter  apple id  details', 'verify  password', 'password', 'date of  birth', 'email', 'answer', 'security  question']",Normal
65,65,"['enter  apple id  details', 'verify  password', 'password', 'date of  birth', 'email', 'security  question', 'answer']",Normal
66,66,"['enter  apple id  details', 'verify  password', 'password', 'email', 'answer', 'security  question', 'date of  birth', 'password']",Anomalous
67,67,"['enter  apple id  details', 'verify  password', 'password', 'email', 'answer', 'date of  birth', 'security  question']",Normal
68,68,"['enter  apple id  details', 'verify  password', 'password', 'email', 'security  question', 'answer', 'date of  birth']",Normal
69,69,"['enter  apple id  details', 'verify  password', 'password', 'email', 'security  question', 'date of  birth', 'answer']",Normal
70,70,"['enter  apple id  details', 'verify  password', 'password', 'enter  apple id  details', 'email', 'date of  birth', 'answer', 'security  question', 'verify  password']",Anomalous
71,71,"['enter  apple id  details', 'verify  password', 'date of  birth', 'password', 'email', 'date of  birth', 'security  question', 'answer']",Anomalous
72,72,"['enter  apple id  details', 'verify  password', 'email', 'date of  birth', 'answer', 'security  question', 'password']",Normal
73,73,"['enter  apple id  details', 'verify  password', 'email', 'date of  birth', 'answer', 'password', 'security  question']",Normal
74,74,"['enter  apple id  details', 'enter  apple id  details', 'verify  password', 'enter  apple id  details', 'email', 'date of  birth', 'security  question', 'answer', 'password']",Anomalous
75,75,"['enter  apple id  details', 'verify  password', 'email', 'date of  birth', 'security  question', 'password', 'answer']",Normal
76,76,"['enter  apple id  details', 'verify  password', 'email', 'date of  birth', 'password', 'answer', 'security  question']",Normal
77,77,"['enter  apple id  details', 'verify  password', 'email', 'date of  birth', 'password', 'security  question', 'answer']",Normal
78,78,"['enter  apple id  details', 'verify  password', 'email', 'answer', 'security  question', 'date of  birth', 'password']",Normal
79,79,"['enter  apple id  details', 'verify  password', 'email', 'email', 'answer', 'security  question', 'password', 'date of  birth', 'date of  birth']",Anomalous
