,ID,concept:name,Status
0,0,"['receive order', 'cancel order']",Normal
1,1,"['receive order', 'collect cold goods', 'cancel order']",Normal
2,2,['create change customer profile'],Normal
3,3,['choose  remove goods'],Normal
4,4,"['receive order', 'prepare warm goods', 'order packing', 'ship order']",Normal
5,5,"['receive order', 'order packing', 'ship order']",Normal
6,6,"['retrieve order', 'receive order', 'collect cold goods', 'prepare warm goods', 'order packing', 'ship order', 'choose profile']",Anomalous
7,7,"['receive order', 'collect cold goods', 'order packing', 'collect cold goods', 'ship order', 'creditcardnr']",Anomalous
8,8,"['create change customer profile', 'create change customer profile']",Normal
9,9,"['prepare warm goods', 'create change customer profile', 'choose  remove goods']",Anomalous
10,10,"['choose  remove goods', 'cancel confirmed', 'create change customer profile']",Anomalous
11,11,"['choose  remove goods', 'choose  remove goods']",Normal
12,12,"['create change customer profile', 'checkout', 'choose profile', 'delivery time', 'creditcardnr', 'complete checkout', 'confirmation mail', 'retrieve order']",Normal
13,13,"['choose  remove goods', 'checkout', 'choose profile', 'delivery time', 'creditcardnr', 'complete checkout', 'confirmation mail', 'retrieve order']",Normal
14,14,"['cancel confirmed', 'create change customer profile', 'create change customer profile', 'create change customer profile', 'choose  remove goods']",Anomalous
15,15,"['create change customer profile', 'create change customer profile', 'choose  remove goods']",Normal
16,16,"['create change customer profile', 'create change customer profile', 'choose  remove goods', 'create change customer profile']",Anomalous
17,17,"['create change customer profile', 'choose  remove goods', 'create change customer profile', 'choose  remove goods']",Anomalous
18,18,"['choose  remove goods', 'create change customer profile', 'create change customer profile']",Normal
19,19,"['choose  remove goods', 'create change customer profile', 'create change customer profile', 'choose  remove goods']",Anomalous
20,20,"['choose  remove goods', 'choose  remove goods', 'create change customer profile', 'choose  remove goods']",Anomalous
21,21,"['choose  remove goods', 'choose  remove goods', 'choose  remove goods', 'receive order', 'create change customer profile', 'choose profile']",Anomalous
22,22,"['create change customer profile', 'checkout', 'choose profile', 'delivery time', 'creditcardnr', 'complete checkout', 'confirmation mail', 'cancel order', 'cancel confirmed']",Normal
