,ID,concept:name,Status
0,0,['process student database'],Normal
1,1,['process student database'],Normal
2,2,['process student database'],Normal
3,3,"['Register student', 'search for jobs', 'assist with application']",Anomalous
4,4,"['process student database', 'process student database', 'process student database']",Anomalous
5,5,"['process student database', 'Register student']",Anomalous
6,6,"['process student database', 'Register student']",Anomalous
7,7,['search for jobs'],Normal
8,8,['search for jobs'],Normal
9,9,['process student database'],Normal
10,10,"['Student profile revision consultation', 'process student database']",Anomalous
11,11,['process student database'],Normal
12,12,"['process student database', 'search for jobs', 'process student database']",Anomalous
13,13,"['notify student', 'search for jobs']",Normal
14,14,['search for jobs'],Normal
15,15,['search for jobs'],Normal
16,16,['search for jobs'],Normal
17,17,['process student database'],Normal
18,18,['process student database'],Normal
19,19,"['Register student', 'process student database']",Anomalous
20,20,['process student database'],Normal
21,21,"['assist with application', 'Interview preparation consultation', 'process student database']",Anomalous
22,22,"['notify student', 'search for jobs', 'process student database']",Anomalous
23,23,"['notify student', 'search for jobs']",Normal
24,24,"['notify student', 'search for jobs']",Normal
25,25,"['notify student', 'Student profile revision consultation', 'search for jobs']",Anomalous
26,26,"['notify student', 'search for jobs', 'receive student application']",Anomalous
27,27,"['search for jobs', 'process student database']",Anomalous
28,28,"['process student database', 'search for jobs']",Anomalous
29,29,"['search for jobs', 'process student database']",Anomalous
30,30,['process student database'],Normal
31,31,"['process student database', 'search for jobs']",Anomalous
32,32,"['process student database', 'search for jobs', 'notify student']",Anomalous
33,33,"['search for jobs', 'process student database', 'process student database']",Anomalous
34,34,['process student database'],Normal
35,35,"['process student database', 'Student profile revision consultation', 'search for jobs']",Anomalous
36,36,"['Student profile revision consultation', 'Student profile revision consultation', 'notify student', 'search for jobs']",Anomalous
37,37,"['notify student', 'search for jobs']",Normal
38,38,"['notify student', 'process student database', 'search for jobs']",Anomalous
39,39,"['notify student', 'search for jobs']",Normal
40,40,"['notify student', 'search for jobs']",Normal
41,41,"['Interview preparation consultation', 'notify student', 'search for jobs']",Anomalous
42,42,"['notify student', 'search for jobs']",Normal
43,43,"['notify student', 'search for jobs']",Normal
44,44,"['notify student', 'search for jobs']",Normal
45,45,"['notify student', 'assist with application', 'search for jobs', 'search for jobs']",Anomalous
46,46,"['Interview preparation consultation', 'notify student', 'search for jobs']",Anomalous
47,47,"['search for jobs', 'Student profile revision consultation', 'search for jobs']",Anomalous
48,48,"['Interview preparation consultation', 'search for jobs']",Anomalous
49,49,"['search for jobs', 'search for jobs']",Anomalous
50,50,['search for jobs'],Normal
51,51,['search for jobs'],Normal
52,52,['process student database'],Normal
53,53,"['process student database', 'Student profile revision consultation', 'process student database']",Anomalous
54,54,['process student database'],Normal
55,55,['process student database'],Normal
56,56,"['Student profile revision consultation', 'process student database', 'Register student']",Anomalous
57,57,['process student database'],Normal
58,58,"['process student database', 'Register student']",Anomalous
59,59,"['process student database', 'Student profile revision consultation', 'process student database', 'notify student', 'search for jobs', 'receive student application', 'notify student']",Anomalous
60,60,"['notify student', 'search for jobs', 'assist with application']",Anomalous
61,61,"['notify student', 'search for jobs']",Normal
62,62,"['notify student', 'search for jobs']",Normal
63,63,"['notify student', 'search for jobs']",Normal
64,64,"['notify student', 'search for jobs']",Normal
65,65,"['notify student', 'search for jobs']",Normal
66,66,"['Interview preparation consultation', 'Register student', 'notify student', 'process student database', 'search for jobs', 'assist with application']",Anomalous
67,67,"['assist with application', 'notify student', 'search for jobs']",Anomalous
68,68,"['notify student', 'assist with application', 'search for jobs']",Normal
69,69,"['notify student', 'search for jobs']",Normal
70,70,"['notify student', 'search for jobs']",Normal
