,ID,concept:name,Status
0,0,['process student database'],Normal
1,1,"['notify student', 'Student profile revision consultation', 'search for jobs']",Anomalous
2,2,['process student database'],Normal
3,3,"['process student database', 'notify student']",Anomalous
4,4,['search for jobs'],Normal
5,5,"['search for jobs', 'Interview preparation consultation']",Anomalous
6,6,"['process student database', 'Register student', 'Student profile revision consultation', 'analyse student profile']",Anomalous
7,7,['process student database'],Normal
8,8,['process student database'],Normal
9,9,"['notify student', 'search for jobs']",Normal
10,10,"['Student profile revision consultation', 'search for jobs', 'Register student']",Anomalous
11,11,"['search for jobs', 'search for jobs']",Anomalous
12,12,['search for jobs'],Normal
13,13,"['Interview preparation consultation', 'analyse student profile', 'process student database', 'analyse student profile']",Anomalous
14,14,['process student database'],Normal
15,15,['process student database'],Normal
16,16,['process student database'],Normal
17,17,"['receive student application', 'notify student', 'Student profile revision consultation', 'search for jobs']",Anomalous
18,18,"['notify student', 'search for jobs']",Normal
19,19,"['notify student', 'search for jobs']",Normal
20,20,"['notify student', 'search for jobs', 'assist with application', 'Register student']",Anomalous
21,21,['search for jobs'],Normal
22,22,['search for jobs'],Normal
23,23,['search for jobs'],Normal
24,24,['search for jobs'],Normal
25,25,"['search for jobs', 'process student database']",Anomalous
26,26,['process student database'],Normal
27,27,['process student database'],Normal
28,28,['process student database'],Normal
29,29,"['process student database', 'Register student']",Anomalous
30,30,"['notify student', 'search for jobs']",Normal
31,31,"['notify student', 'search for jobs']",Normal
32,32,"['Register student', 'assist with application', 'Register student', 'notify student', 'search for jobs', 'Student profile revision consultation']",Anomalous
33,33,"['notify student', 'assist with application', 'search for jobs']",Normal
34,34,"['notify student', 'search for jobs']",Normal
35,35,"['notify student', 'search for jobs', 'Student profile revision consultation', 'Student profile revision consultation']",Anomalous
36,36,"['notify student', 'search for jobs']",Normal
37,37,"['notify student', 'search for jobs']",Normal
38,38,"['notify student', 'Interview preparation consultation', 'search for jobs']",Anomalous
39,39,"['notify student', 'search for jobs']",Normal
40,40,"['notify student', 'search for jobs']",Normal
41,41,['search for jobs'],Normal
42,42,['search for jobs'],Normal
43,43,['search for jobs'],Normal
44,44,['search for jobs'],Normal
45,45,['search for jobs'],Normal
46,46,['process student database'],Normal
47,47,['process student database'],Normal
48,48,"['notify student', 'assist with application', 'process student database', 'analyse student profile']",Anomalous
49,49,['process student database'],Normal
50,50,['process student database'],Normal
51,51,"['process student database', 'Register student']",Anomalous
52,52,"['receive student application', 'analyse student profile', 'search for jobs']",Normal
53,53,"['notify student', 'search for jobs', 'analyse student profile']",Anomalous
54,54,"['notify student', 'receive student application', 'search for jobs', 'Register student', 'analyse student profile', 'search for jobs']",Anomalous
55,55,"['analyse student profile', 'process student database', 'notify student', 'search for jobs']",Anomalous
56,56,"['notify student', 'search for jobs']",Normal
57,57,"['process student database', 'receive student application', 'notify student', 'Interview preparation consultation', 'assist with application', 'search for jobs', 'notify student']",Anomalous
58,58,"['notify student', 'assist with application', 'search for jobs']",Normal
59,59,"['notify student', 'assist with application', 'Interview preparation consultation']",Normal
60,60,"['notify student', 'assist with application', 'search for jobs']",Normal
61,61,"['notify student', 'assist with application', 'search for jobs']",Normal
62,62,"['notify student', 'search for jobs']",Normal
63,63,"['notify student', 'Register student', 'search for jobs']",Anomalous
64,64,"['search for jobs', 'Register student', 'notify student', 'search for jobs', 'assist with application']",Anomalous
65,65,"['notify student', 'assist with application', 'assist with application', 'search for jobs']",Anomalous
66,66,"['search for jobs', 'notify student', 'search for jobs', 'receive student application', 'receive student application', 'assist with application']",Anomalous
67,67,"['notify student', 'search for jobs']",Normal
68,68,"['notify student', 'search for jobs']",Normal
69,69,"['notify student', 'notify student', 'assist with application', 'search for jobs']",Anomalous
70,70,"['notify student', 'search for jobs']",Normal
71,71,"['notify student', 'search for jobs']",Normal
72,72,"['search for jobs', 'notify student', 'assist with application', 'search for jobs']",Anomalous
73,73,"['notify student', 'search for jobs']",Normal
74,74,"['notify student', 'search for jobs']",Normal
75,75,"['notify student', 'search for jobs']",Normal
76,76,"['notify student', 'search for jobs', 'notify student']",Anomalous
77,77,"['notify student', 'search for jobs']",Normal
78,78,"['notify student', 'notify student', 'search for jobs']",Anomalous
79,79,"['notify student', 'search for jobs']",Normal
80,80,"['search for jobs', 'search for jobs']",Anomalous
81,81,['search for jobs'],Normal
82,82,"['search for jobs', 'analyse student profile', 'Student profile revision consultation', 'search for jobs', 'process student database', 'Interview preparation consultation']",Anomalous
83,83,['search for jobs'],Normal
84,84,['search for jobs'],Normal
85,85,"['Student profile revision consultation', 'search for jobs']",Anomalous
86,86,['process student database'],Normal
87,87,['process student database'],Normal
88,88,['process student database'],Normal
89,89,"['Register student', 'process student database']",Anomalous
90,90,"['analyse student profile', 'search for jobs', 'process student database']",Anomalous
91,91,['process student database'],Normal
92,92,['process student database'],Normal
93,93,"['receive student application', 'analyse student profile']",Normal
94,94,"['receive student application', 'analyse student profile', 'search for jobs']",Normal
95,95,"['receive student application', 'analyse student profile', 'search for jobs']",Normal
96,96,"['receive student application', 'analyse student profile', 'search for jobs']",Normal
97,97,"['receive student application', 'analyse student profile', 'search for jobs']",Normal
98,98,"['Interview preparation consultation', 'receive student application', 'receive student application', 'Interview preparation consultation', 'notify student', 'Register student', 'Register student', 'receive student application', 'analyse student profile', 'search for jobs', 'search for jobs', 'receive student application']",Anomalous
99,99,"['receive student application', 'analyse student profile', 'assist with application', 'Student profile revision consultation', 'search for jobs']",Anomalous
100,100,"['notify student', 'search for jobs']",Normal
101,101,"['assist with application', 'notify student', 'search for jobs']",Anomalous
102,102,"['notify student', 'search for jobs']",Normal
103,103,"['notify student', 'search for jobs']",Normal
104,104,"['notify student', 'search for jobs']",Normal
